地区,邮政编码,确诊人数,疑似人数,治愈人数,死亡人数,时间
松江区,310117,14,0,14,0,2021-01-21 14:20:49
长宁区,310105,13,0,13,0,2021-01-21 14:20:49
普陀区,310107,11,0,11,0,2021-01-21 14:20:49
杨浦区,310110,9,0,9,0,2021-01-21 14:20:49
嘉定区,310114,9,0,7,2,2021-01-21 14:20:49
奉贤区,310120,9,0,9,0,2021-01-21 14:20:49
虹口区,310109,7,0,7,0,2021-01-21 14:20:49
黄浦区,310101,6,0,6,0,2021-01-21 14:20:49
青浦区,310118,6,0,6,0,2021-01-21 14:20:49
金山区,310116,4,0,4,0,2021-01-21 14:20:49
崇明区,310151,4,0,4,0,2021-01-21 14:20:49
境外来沪,0,1,0,1,0,2021-01-21 14:20:49
上海市境外输入,0,1266,4,1171,0,2021-01-21 08:34:47
上海市外地来沪,0,113,0,112,1,2021-01-21 08:34:47
浦东新区,310115,68,0,67,1,2021-01-21 08:34:47
宝山区,310113,22,0,21,1,2021-01-21 08:34:47
闵行区,310112,19,0,19,0,2021-01-21 08:34:47
徐汇区,310104,18,0,17,1,2021-01-21 08:34:47
静安区,310106,16,0,15,1,2021-01-21 08:34:47
松江区,310117,14,0,14,0,2021-01-21 08:34:47
长宁区,310105,13,0,13,0,2021-01-21 08:34:47
普陀区,310107,11,0,11,0,2021-01-21 08:34:47
杨浦区,310110,9,0,9,0,2021-01-21 08:34:47
嘉定区,310114,9,0,7,2,2021-01-21 08:34:47
奉贤区,310120,9,0,9,0,2021-01-21 08:34:47
虹口区,310109,7,0,7,0,2021-01-21 08:34:47
黄浦区,310101,6,0,6,0,2021-01-21 08:34:47
青浦区,310118,6,0,6,0,2021-01-21 08:34:47
金山区,310116,4,0,4,0,2021-01-21 08:34:47
崇明区,310151,4,0,4,0,2021-01-21 08:34:47
境外来沪,0,1,0,1,0,2021-01-21 08:34:47
上海市境外输入,0,1257,4,1170,0,2021-01-20 08:48:14
上海市外地来沪,0,113,0,112,1,2021-01-20 08:48:14
浦东新区,310115,68,0,67,1,2021-01-20 08:48:14
宝山区,310113,22,0,21,1,2021-01-20 08:48:14
闵行区,310112,19,0,19,0,2021-01-20 08:48:14
徐汇区,310104,18,0,17,1,2021-01-20 08:48:14
静安区,310106,16,0,15,1,2021-01-20 08:48:14
松江区,310117,14,0,14,0,2021-01-20 08:48:14
长宁区,310105,13,0,13,0,2021-01-20 08:48:14
普陀区,310107,11,0,11,0,2021-01-20 08:48:14
杨浦区,310110,9,0,9,0,2021-01-20 08:48:14
嘉定区,310114,9,0,7,2,2021-01-20 08:48:14
奉贤区,310120,9,0,9,0,2021-01-20 08:48:14
虹口区,310109,7,0,7,0,2021-01-20 08:48:14
黄浦区,310101,6,0,6,0,2021-01-20 08:48:14
青浦区,310118,6,0,6,0,2021-01-20 08:48:14
金山区,310116,4,0,4,0,2021-01-20 08:48:14
崇明区,310151,4,0,4,0,2021-01-20 08:48:14
境外来沪,0,1,0,1,0,2021-01-20 08:48:14
上海市境外输入,0,1253,4,1167,0,2021-01-19 08:20:43
上海市外地来沪,0,113,0,112,1,2021-01-19 08:20:43
浦东新区,310115,68,0,67,1,2021-01-19 08:20:43
宝山区,310113,22,0,21,1,2021-01-19 08:20:43
闵行区,310112,19,0,19,0,2021-01-19 08:20:43
徐汇区,310104,18,0,17,1,2021-01-19 08:20:43
静安区,310106,16,0,15,1,2021-01-19 08:20:43
松江区,310117,14,0,14,0,2021-01-19 08:20:43
长宁区,310105,13,0,13,0,2021-01-19 08:20:43
普陀区,310107,11,0,11,0,2021-01-19 08:20:43
杨浦区,310110,9,0,9,0,2021-01-19 08:20:43
嘉定区,310114,9,0,7,2,2021-01-19 08:20:43
奉贤区,310120,9,0,9,0,2021-01-19 08:20:43
虹口区,310109,7,0,7,0,2021-01-19 08:20:43
黄浦区,310101,6,0,6,0,2021-01-19 08:20:43
青浦区,310118,6,0,6,0,2021-01-19 08:20:43
金山区,310116,4,0,4,0,2021-01-19 08:20:43
崇明区,310151,4,0,4,0,2021-01-19 08:20:43
境外来沪,0,1,0,1,0,2021-01-19 08:20:43
上海市境外输入,0,1249,4,1163,0,2021-01-18 07:50:20
上海市外地来沪,0,113,0,112,1,2021-01-18 07:50:20
浦东新区,310115,68,0,67,1,2021-01-18 07:50:20
宝山区,310113,22,0,21,1,2021-01-18 07:50:20
闵行区,310112,19,0,19,0,2021-01-18 07:50:20
徐汇区,310104,18,0,17,1,2021-01-18 07:50:20
静安区,310106,16,0,15,1,2021-01-18 07:50:20
松江区,310117,14,0,14,0,2021-01-18 07:50:20
长宁区,310105,13,0,13,0,2021-01-18 07:50:20
普陀区,310107,11,0,11,0,2021-01-18 07:50:20
杨浦区,310110,9,0,9,0,2021-01-18 07:50:20
嘉定区,310114,9,0,7,2,2021-01-18 07:50:20
奉贤区,310120,9,0,9,0,2021-01-18 07:50:20
虹口区,310109,7,0,7,0,2021-01-18 07:50:20
黄浦区,310101,6,0,6,0,2021-01-18 07:50:20
青浦区,310118,6,0,6,0,2021-01-18 07:50:20
金山区,310116,4,0,4,0,2021-01-18 07:50:20
崇明区,310151,4,0,4,0,2021-01-18 07:50:20
境外来沪,0,1,0,1,0,2021-01-18 07:50:20
上海市境外输入,0,1245,4,1157,0,2021-01-17 09:44:56
上海市外地来沪,0,113,0,112,1,2021-01-17 09:44:56
浦东新区,310115,68,0,67,1,2021-01-17 09:44:56
宝山区,310113,22,0,21,1,2021-01-17 09:44:56
闵行区,310112,19,0,19,0,2021-01-17 09:44:56
徐汇区,310104,18,0,17,1,2021-01-17 09:44:56
静安区,310106,16,0,15,1,2021-01-17 09:44:56
松江区,310117,14,0,14,0,2021-01-17 09:44:56
长宁区,310105,13,0,13,0,2021-01-17 09:44:56
普陀区,310107,11,0,11,0,2021-01-17 09:44:56
杨浦区,310110,9,0,9,0,2021-01-17 09:44:56
嘉定区,310114,9,0,7,2,2021-01-17 09:44:56
奉贤区,310120,9,0,9,0,2021-01-17 09:44:56
虹口区,310109,7,0,7,0,2021-01-17 09:44:56
黄浦区,310101,6,0,6,0,2021-01-17 09:44:56
青浦区,310118,6,0,6,0,2021-01-17 09:44:56
金山区,310116,4,0,4,0,2021-01-17 09:44:56
崇明区,310151,4,0,4,0,2021-01-17 09:44:56
境外来沪,0,1,0,1,0,2021-01-17 09:44:56
上海市境外输入,0,1245,4,1157,0,2021-01-17 09:44:56
上海市外地来沪,0,113,0,112,1,2021-01-17 09:44:56
浦东新区,310115,68,0,67,1,2021-01-17 09:44:56
宝山区,310113,22,0,21,1,2021-01-17 09:44:56
闵行区,310112,19,0,19,0,2021-01-17 09:44:56
徐汇区,310104,18,0,17,1,2021-01-17 09:44:56
静安区,310106,16,0,15,1,2021-01-17 09:44:56
松江区,310117,14,0,14,0,2021-01-17 09:44:56
长宁区,310105,13,0,13,0,2021-01-17 09:44:56
普陀区,310107,11,0,11,0,2021-01-17 09:44:56
杨浦区,310110,9,0,9,0,2021-01-17 09:44:56
嘉定区,310114,9,0,7,2,2021-01-17 09:44:56
奉贤区,310120,9,0,9,0,2021-01-17 09:44:56
虹口区,310109,7,0,7,0,2021-01-17 09:44:56
黄浦区,310101,6,0,6,0,2021-01-17 09:44:56
青浦区,310118,6,0,6,0,2021-01-17 09:44:56
金山区,310116,4,0,4,0,2021-01-17 09:44:56
崇明区,310151,4,0,4,0,2021-01-17 09:44:56
境外来沪,0,1,0,1,0,2021-01-17 09:44:56
上海市境外输入,0,1241,4,1149,0,2021-01-16 08:50:03
上海市外地来沪,0,113,0,112,1,2021-01-16 08:50:03
浦东新区,310115,68,0,67,1,2021-01-16 08:50:03
宝山区,310113,22,0,21,1,2021-01-16 08:50:03
闵行区,310112,19,0,19,0,2021-01-16 08:50:03
徐汇区,310104,18,0,17,1,2021-01-16 08:50:03
静安区,310106,16,0,15,1,2021-01-16 08:50:03
松江区,310117,14,0,14,0,2021-01-16 08:50:03
长宁区,310105,13,0,13,0,2021-01-16 08:50:03
普陀区,310107,11,0,11,0,2021-01-16 08:50:03
杨浦区,310110,9,0,9,0,2021-01-16 08:50:03
嘉定区,310114,9,0,7,2,2021-01-16 08:50:03
奉贤区,310120,9,0,9,0,2021-01-16 08:50:03
虹口区,310109,7,0,7,0,2021-01-16 08:50:03
黄浦区,310101,6,0,6,0,2021-01-16 08:50:03
青浦区,310118,6,0,6,0,2021-01-16 08:50:03
金山区,310116,4,0,4,0,2021-01-16 08:50:03
崇明区,310151,4,0,4,0,2021-01-16 08:50:03
境外来沪,0,1,0,1,0,2021-01-16 08:50:03
上海市境外输入,0,1234,4,1147,0,2021-01-15 15:00:18
上海市外地来沪,0,113,0,112,1,2021-01-15 15:00:18
浦东新区,310115,68,0,67,1,2021-01-15 15:00:18
宝山区,310113,22,0,21,1,2021-01-15 15:00:18
闵行区,310112,19,0,19,0,2021-01-15 15:00:18
徐汇区,310104,18,0,17,1,2021-01-15 15:00:18
静安区,310106,16,0,15,1,2021-01-15 15:00:18
松江区,310117,14,0,14,0,2021-01-15 15:00:18
长宁区,310105,13,0,13,0,2021-01-15 15:00:18
普陀区,310107,11,0,11,0,2021-01-15 15:00:18
杨浦区,310110,9,0,9,0,2021-01-15 15:00:18
嘉定区,310114,9,0,7,2,2021-01-15 15:00:18
奉贤区,310120,9,0,9,0,2021-01-15 15:00:18
虹口区,310109,7,0,7,0,2021-01-15 15:00:18
黄浦区,310101,6,0,6,0,2021-01-15 15:00:18
青浦区,310118,6,0,6,0,2021-01-15 15:00:18
金山区,310116,4,0,4,0,2021-01-15 15:00:18
崇明区,310151,4,0,4,0,2021-01-15 15:00:18
境外来沪,0,1,0,1,0,2021-01-15 15:00:18
上海市境外输入,0,1234,4,1147,0,2021-01-15 09:13:02
上海市外地来沪,0,113,0,112,1,2021-01-15 09:13:02
浦东新区,310115,68,0,67,1,2021-01-15 09:13:02
宝山区,310113,22,0,21,1,2021-01-15 09:13:02
闵行区,310112,19,0,19,0,2021-01-15 09:13:02
徐汇区,310104,18,0,17,1,2021-01-15 09:13:02
静安区,310106,16,0,15,1,2021-01-15 09:13:02
松江区,310117,14,0,14,0,2021-01-15 09:13:02
长宁区,310105,13,0,13,0,2021-01-15 09:13:02
普陀区,310107,11,0,11,0,2021-01-15 09:13:02
杨浦区,310110,9,0,9,0,2021-01-15 09:13:02
嘉定区,310114,9,0,7,2,2021-01-15 09:13:02
奉贤区,310120,9,0,9,0,2021-01-15 09:13:02
虹口区,310109,7,0,7,0,2021-01-15 09:13:02
黄浦区,310101,6,0,6,0,2021-01-15 09:13:02
青浦区,310118,6,0,6,0,2021-01-15 09:13:02
金山区,310116,4,0,4,0,2021-01-15 09:13:02
崇明区,310151,4,0,4,0,2021-01-15 09:13:02
境外来沪,0,1,0,1,0,2021-01-15 09:13:02
上海市境外输入,0,1232,4,1139,0,2021-01-14 08:31:58
上海市外地来沪,0,113,0,112,1,2021-01-14 08:31:58
浦东新区,310115,68,0,67,1,2021-01-14 08:31:58
宝山区,310113,22,0,21,1,2021-01-14 08:31:58
闵行区,310112,19,0,19,0,2021-01-14 08:31:58
徐汇区,310104,18,0,17,1,2021-01-14 08:31:58
静安区,310106,16,0,15,1,2021-01-14 08:31:58
松江区,310117,14,0,14,0,2021-01-14 08:31:58
长宁区,310105,13,0,13,0,2021-01-14 08:31:58
普陀区,310107,11,0,11,0,2021-01-14 08:31:58
杨浦区,310110,9,0,9,0,2021-01-14 08:31:58
嘉定区,310114,9,0,7,2,2021-01-14 08:31:58
奉贤区,310120,9,0,9,0,2021-01-14 08:31:58
虹口区,310109,7,0,7,0,2021-01-14 08:31:58
黄浦区,310101,6,0,6,0,2021-01-14 08:31:58
青浦区,310118,6,0,6,0,2021-01-14 08:31:58
金山区,310116,4,0,4,0,2021-01-14 08:31:58
崇明区,310151,4,0,4,0,2021-01-14 08:31:58
境外来沪,0,1,0,1,0,2021-01-14 08:31:58
上海市境外输入,0,1224,4,1135,0,2021-01-13 08:03:40
上海市外地来沪,0,113,0,112,1,2021-01-13 08:03:40
浦东新区,310115,68,0,67,1,2021-01-13 08:03:40
宝山区,310113,22,0,21,1,2021-01-13 08:03:40
闵行区,310112,19,0,19,0,2021-01-13 08:03:40
徐汇区,310104,18,0,17,1,2021-01-13 08:03:40
静安区,310106,16,0,15,1,2021-01-13 08:03:40
松江区,310117,14,0,14,0,2021-01-13 08:03:40
长宁区,310105,13,0,13,0,2021-01-13 08:03:40
普陀区,310107,11,0,11,0,2021-01-13 08:03:40
杨浦区,310110,9,0,9,0,2021-01-13 08:03:40
嘉定区,310114,9,0,7,2,2021-01-13 08:03:40
奉贤区,310120,9,0,9,0,2021-01-13 08:03:40
虹口区,310109,7,0,7,0,2021-01-13 08:03:40
黄浦区,310101,6,0,6,0,2021-01-13 08:03:40
青浦区,310118,6,0,6,0,2021-01-13 08:03:40
金山区,310116,4,0,4,0,2021-01-13 08:03:40
崇明区,310151,4,0,4,0,2021-01-13 08:03:40
境外来沪,0,1,0,1,0,2021-01-13 08:03:40
上海市境外输入,0,1219,4,1129,0,2021-01-12 09:33:30
上海市外地来沪,0,113,0,112,1,2021-01-12 09:33:30
浦东新区,310115,68,0,67,1,2021-01-12 09:33:30
宝山区,310113,22,0,21,1,2021-01-12 09:33:30
闵行区,310112,19,0,19,0,2021-01-12 09:33:30
徐汇区,310104,18,0,17,1,2021-01-12 09:33:30
静安区,310106,16,0,15,1,2021-01-12 09:33:30
松江区,310117,14,0,14,0,2021-01-12 09:33:30
长宁区,310105,13,0,13,0,2021-01-12 09:33:30
普陀区,310107,11,0,11,0,2021-01-12 09:33:30
杨浦区,310110,9,0,9,0,2021-01-12 09:33:30
嘉定区,310114,9,0,7,2,2021-01-12 09:33:30
奉贤区,310120,9,0,9,0,2021-01-12 09:33:30
虹口区,310109,7,0,7,0,2021-01-12 09:33:30
黄浦区,310101,6,0,6,0,2021-01-12 09:33:30
青浦区,310118,6,0,6,0,2021-01-12 09:33:30
金山区,310116,4,0,4,0,2021-01-12 09:33:30
崇明区,310151,4,0,4,0,2021-01-12 09:33:30
境外来沪,0,1,0,1,0,2021-01-12 09:33:30
上海市境外输入,0,1215,4,1115,0,2021-01-11 08:45:23
上海市外地来沪,0,113,0,112,1,2021-01-11 08:45:23
浦东新区,310115,68,0,67,1,2021-01-11 08:45:23
宝山区,310113,22,0,21,1,2021-01-11 08:45:23
闵行区,310112,19,0,19,0,2021-01-11 08:45:23
徐汇区,310104,18,0,17,1,2021-01-11 08:45:23
静安区,310106,16,0,15,1,2021-01-11 08:45:23
松江区,310117,14,0,14,0,2021-01-11 08:45:23
长宁区,310105,13,0,13,0,2021-01-11 08:45:23
普陀区,310107,11,0,11,0,2021-01-11 08:45:23
杨浦区,310110,9,0,9,0,2021-01-11 08:45:23
嘉定区,310114,9,0,7,2,2021-01-11 08:45:23
奉贤区,310120,9,0,9,0,2021-01-11 08:45:23
虹口区,310109,7,0,7,0,2021-01-11 08:45:23
黄浦区,310101,6,0,6,0,2021-01-11 08:45:23
青浦区,310118,6,0,6,0,2021-01-11 08:45:23
金山区,310116,4,0,4,0,2021-01-11 08:45:23
崇明区,310151,4,0,4,0,2021-01-11 08:45:23
境外来沪,0,1,0,1,0,2021-01-11 08:45:23
上海市境外输入,0,1213,4,1107,0,2021-01-10 08:55:37
上海市外地来沪,0,113,0,112,1,2021-01-10 08:55:37
浦东新区,310115,68,0,67,1,2021-01-10 08:55:37
宝山区,310113,22,0,21,1,2021-01-10 08:55:37
闵行区,310112,19,0,19,0,2021-01-10 08:55:37
徐汇区,310104,18,0,17,1,2021-01-10 08:55:37
静安区,310106,16,0,15,1,2021-01-10 08:55:37
松江区,310117,14,0,14,0,2021-01-10 08:55:37
长宁区,310105,13,0,13,0,2021-01-10 08:55:37
普陀区,310107,11,0,11,0,2021-01-10 08:55:37
杨浦区,310110,9,0,9,0,2021-01-10 08:55:37
嘉定区,310114,9,0,7,2,2021-01-10 08:55:37
奉贤区,310120,9,0,9,0,2021-01-10 08:55:37
虹口区,310109,7,0,7,0,2021-01-10 08:55:37
黄浦区,310101,6,0,6,0,2021-01-10 08:55:37
青浦区,310118,6,0,6,0,2021-01-10 08:55:37
金山区,310116,4,0,4,0,2021-01-10 08:55:37
崇明区,310151,4,0,4,0,2021-01-10 08:55:37
境外来沪,0,1,0,1,0,2021-01-10 08:55:37
上海市境外输入,0,1213,4,1107,0,2021-01-10 08:55:37
上海市外地来沪,0,113,0,112,1,2021-01-10 08:55:37
浦东新区,310115,68,0,67,1,2021-01-10 08:55:37
宝山区,310113,22,0,21,1,2021-01-10 08:55:37
闵行区,310112,19,0,19,0,2021-01-10 08:55:37
徐汇区,310104,18,0,17,1,2021-01-10 08:55:37
静安区,310106,16,0,15,1,2021-01-10 08:55:37
松江区,310117,14,0,14,0,2021-01-10 08:55:37
长宁区,310105,13,0,13,0,2021-01-10 08:55:37
普陀区,310107,11,0,11,0,2021-01-10 08:55:37
杨浦区,310110,9,0,9,0,2021-01-10 08:55:37
嘉定区,310114,9,0,7,2,2021-01-10 08:55:37
奉贤区,310120,9,0,9,0,2021-01-10 08:55:37
虹口区,310109,7,0,7,0,2021-01-10 08:55:37
黄浦区,310101,6,0,6,0,2021-01-10 08:55:37
青浦区,310118,6,0,6,0,2021-01-10 08:55:37
金山区,310116,4,0,4,0,2021-01-10 08:55:37
崇明区,310151,4,0,4,0,2021-01-10 08:55:37
境外来沪,0,1,0,1,0,2021-01-10 08:55:37
上海市境外输入,0,1209,4,1104,0,2021-01-09 08:48:09
上海市外地来沪,0,113,0,112,1,2021-01-09 08:48:09
浦东新区,310115,68,0,67,1,2021-01-09 08:48:09
宝山区,310113,22,0,21,1,2021-01-09 08:48:09
闵行区,310112,19,0,19,0,2021-01-09 08:48:09
徐汇区,310104,18,0,17,1,2021-01-09 08:48:09
静安区,310106,16,0,15,1,2021-01-09 08:48:09
松江区,310117,14,0,14,0,2021-01-09 08:48:09
长宁区,310105,13,0,13,0,2021-01-09 08:48:09
普陀区,310107,11,0,11,0,2021-01-09 08:48:09
杨浦区,310110,9,0,9,0,2021-01-09 08:48:09
嘉定区,310114,9,0,7,2,2021-01-09 08:48:09
奉贤区,310120,9,0,9,0,2021-01-09 08:48:09
虹口区,310109,7,0,7,0,2021-01-09 08:48:09
黄浦区,310101,6,0,6,0,2021-01-09 08:48:09
青浦区,310118,6,0,6,0,2021-01-09 08:48:09
金山区,310116,4,0,4,0,2021-01-09 08:48:09
崇明区,310151,4,0,4,0,2021-01-09 08:48:09
境外来沪,0,1,0,1,0,2021-01-09 08:48:09
上海市境外输入,0,1202,4,1100,0,2021-01-08 09:45:10
上海市外地来沪,0,113,0,112,1,2021-01-08 09:45:10
浦东新区,310115,68,0,67,1,2021-01-08 09:45:10
宝山区,310113,22,0,21,1,2021-01-08 09:45:10
闵行区,310112,19,0,19,0,2021-01-08 09:45:10
徐汇区,310104,18,0,17,1,2021-01-08 09:45:10
静安区,310106,16,0,15,1,2021-01-08 09:45:10
松江区,310117,14,0,14,0,2021-01-08 09:45:10
长宁区,310105,13,0,13,0,2021-01-08 09:45:10
普陀区,310107,11,0,11,0,2021-01-08 09:45:10
杨浦区,310110,9,0,9,0,2021-01-08 09:45:10
嘉定区,310114,9,0,7,2,2021-01-08 09:45:10
奉贤区,310120,9,0,9,0,2021-01-08 09:45:10
虹口区,310109,7,0,7,0,2021-01-08 09:45:10
黄浦区,310101,6,0,6,0,2021-01-08 09:45:10
青浦区,310118,6,0,6,0,2021-01-08 09:45:10
金山区,310116,4,0,4,0,2021-01-08 09:45:10
崇明区,310151,4,0,4,0,2021-01-08 09:45:10
境外来沪,0,1,0,1,0,2021-01-08 09:45:10
上海市境外输入,0,1194,4,1097,0,2021-01-07 08:35:57
上海市外地来沪,0,113,0,112,1,2021-01-07 08:35:57
浦东新区,310115,68,0,67,1,2021-01-07 08:35:57
宝山区,310113,22,0,21,1,2021-01-07 08:35:57
闵行区,310112,19,0,19,0,2021-01-07 08:35:57
徐汇区,310104,18,0,17,1,2021-01-07 08:35:57
静安区,310106,16,0,15,1,2021-01-07 08:35:57
松江区,310117,14,0,14,0,2021-01-07 08:35:57
长宁区,310105,13,0,13,0,2021-01-07 08:35:57
普陀区,310107,11,0,11,0,2021-01-07 08:35:57
杨浦区,310110,9,0,9,0,2021-01-07 08:35:57
嘉定区,310114,9,0,7,2,2021-01-07 08:35:57
奉贤区,310120,9,0,9,0,2021-01-07 08:35:57
虹口区,310109,7,0,7,0,2021-01-07 08:35:57
黄浦区,310101,6,0,6,0,2021-01-07 08:35:57
青浦区,310118,6,0,6,0,2021-01-07 08:35:57
金山区,310116,4,0,4,0,2021-01-07 08:35:57
崇明区,310151,4,0,4,0,2021-01-07 08:35:57
境外来沪,0,1,0,1,0,2021-01-07 08:35:57
上海市境外输入,0,1189,4,1095,0,2021-01-06 08:44:53
上海市外地来沪,0,113,0,112,1,2021-01-06 08:44:53
浦东新区,310115,68,0,67,1,2021-01-06 08:44:53
宝山区,310113,22,0,21,1,2021-01-06 08:44:53
闵行区,310112,19,0,19,0,2021-01-06 08:44:53
徐汇区,310104,18,0,17,1,2021-01-06 08:44:53
静安区,310106,16,0,15,1,2021-01-06 08:44:53
松江区,310117,14,0,14,0,2021-01-06 08:44:53
长宁区,310105,13,0,13,0,2021-01-06 08:44:53
普陀区,310107,11,0,11,0,2021-01-06 08:44:53
杨浦区,310110,9,0,9,0,2021-01-06 08:44:53
嘉定区,310114,9,0,7,2,2021-01-06 08:44:53
奉贤区,310120,9,0,9,0,2021-01-06 08:44:53
虹口区,310109,7,0,7,0,2021-01-06 08:44:53
黄浦区,310101,6,0,6,0,2021-01-06 08:44:53
青浦区,310118,6,0,6,0,2021-01-06 08:44:53
金山区,310116,4,0,4,0,2021-01-06 08:44:53
崇明区,310151,4,0,4,0,2021-01-06 08:44:53
境外来沪,0,1,0,1,0,2021-01-06 08:44:53
上海市境外输入,0,1187,4,1087,0,2021-01-05 10:06:26
上海市外地来沪,0,113,0,112,1,2021-01-05 10:06:26
浦东新区,310115,68,0,67,1,2021-01-05 10:06:26
宝山区,310113,22,0,21,1,2021-01-05 10:06:26
闵行区,310112,19,0,19,0,2021-01-05 10:06:26
徐汇区,310104,18,0,17,1,2021-01-05 10:06:26
静安区,310106,16,0,15,1,2021-01-05 10:06:26
松江区,310117,14,0,14,0,2021-01-05 10:06:26
长宁区,310105,13,0,13,0,2021-01-05 10:06:26
普陀区,310107,11,0,11,0,2021-01-05 10:06:26
杨浦区,310110,9,0,9,0,2021-01-05 10:06:26
嘉定区,310114,9,0,7,2,2021-01-05 10:06:26
奉贤区,310120,9,0,9,0,2021-01-05 10:06:26
虹口区,310109,7,0,7,0,2021-01-05 10:06:26
黄浦区,310101,6,0,6,0,2021-01-05 10:06:26
青浦区,310118,6,0,6,0,2021-01-05 10:06:26
金山区,310116,4,0,4,0,2021-01-05 10:06:26
崇明区,310151,4,0,4,0,2021-01-05 10:06:26
境外来沪,0,1,0,1,0,2021-01-05 10:06:26
上海市境外输入,0,1181,4,1087,0,2021-01-04 08:02:16
上海市外地来沪,0,113,0,112,1,2021-01-04 08:02:16
浦东新区,310115,68,0,67,1,2021-01-04 08:02:16
宝山区,310113,22,0,21,1,2021-01-04 08:02:16
闵行区,310112,19,0,19,0,2021-01-04 08:02:16
徐汇区,310104,18,0,17,1,2021-01-04 08:02:16
静安区,310106,16,0,15,1,2021-01-04 08:02:16
松江区,310117,14,0,14,0,2021-01-04 08:02:16
长宁区,310105,13,0,13,0,2021-01-04 08:02:16
普陀区,310107,11,0,11,0,2021-01-04 08:02:16
杨浦区,310110,9,0,9,0,2021-01-04 08:02:16
嘉定区,310114,9,0,7,2,2021-01-04 08:02:16
奉贤区,310120,9,0,9,0,2021-01-04 08:02:16
虹口区,310109,7,0,7,0,2021-01-04 08:02:16
黄浦区,310101,6,0,6,0,2021-01-04 08:02:16
青浦区,310118,6,0,6,0,2021-01-04 08:02:16
金山区,310116,4,0,4,0,2021-01-04 08:02:16
崇明区,310151,4,0,4,0,2021-01-04 08:02:16
境外来沪,0,1,0,1,0,2021-01-04 08:02:16
上海市境外输入,0,1177,4,1082,0,2021-01-03 09:41:49
上海市外地来沪,0,113,0,112,1,2021-01-03 09:41:49
浦东新区,310115,68,0,67,1,2021-01-03 09:41:49
宝山区,310113,22,0,21,1,2021-01-03 09:41:49
闵行区,310112,19,0,19,0,2021-01-03 09:41:49
徐汇区,310104,18,0,17,1,2021-01-03 09:41:49
静安区,310106,16,0,15,1,2021-01-03 09:41:49
松江区,310117,14,0,14,0,2021-01-03 09:41:49
长宁区,310105,13,0,13,0,2021-01-03 09:41:49
普陀区,310107,11,0,11,0,2021-01-03 09:41:49
杨浦区,310110,9,0,9,0,2021-01-03 09:41:49
嘉定区,310114,9,0,7,2,2021-01-03 09:41:49
奉贤区,310120,9,0,9,0,2021-01-03 09:41:49
虹口区,310109,7,0,7,0,2021-01-03 09:41:49
黄浦区,310101,6,0,6,0,2021-01-03 09:41:49
青浦区,310118,6,0,6,0,2021-01-03 09:41:49
金山区,310116,4,0,4,0,2021-01-03 09:41:49
崇明区,310151,4,0,4,0,2021-01-03 09:41:49
境外来沪,0,1,0,1,0,2021-01-03 09:41:49
上海市境外输入,0,1171,4,1079,0,2021-01-02 10:20:12
浦东新区,310115,68,0,66,1,2021-01-02 10:20:12
上海市外地来沪,0,113,0,112,1,2021-01-02 10:20:12
宝山区,310113,22,0,21,1,2021-01-02 10:20:12
闵行区,310112,19,0,19,0,2021-01-02 10:20:12
徐汇区,310104,18,0,17,1,2021-01-02 10:20:12
静安区,310106,16,0,15,1,2021-01-02 10:20:12
松江区,310117,14,0,14,0,2021-01-02 10:20:12
长宁区,310105,13,0,13,0,2021-01-02 10:20:12
普陀区,310107,11,0,11,0,2021-01-02 10:20:12
杨浦区,310110,9,0,9,0,2021-01-02 10:20:12
嘉定区,310114,9,0,7,2,2021-01-02 10:20:12
奉贤区,310120,9,0,9,0,2021-01-02 10:20:12
虹口区,310109,7,0,7,0,2021-01-02 10:20:12
黄浦区,310101,6,0,6,0,2021-01-02 10:20:12
青浦区,310118,6,0,6,0,2021-01-02 10:20:12
金山区,310116,4,0,4,0,2021-01-02 10:20:12
崇明区,310151,4,0,4,0,2021-01-02 10:20:12
境外来沪,0,1,0,1,0,2021-01-02 10:20:12
上海市境外输入,0,1167,4,1071,0,2021-01-01 10:04:01
浦东新区,310115,68,0,66,1,2021-01-01 10:04:01
上海市外地来沪,0,113,0,112,1,2021-01-01 10:04:01
宝山区,310113,22,0,21,1,2021-01-01 10:04:01
闵行区,310112,19,0,19,0,2021-01-01 10:04:01
徐汇区,310104,18,0,17,1,2021-01-01 10:04:01
静安区,310106,16,0,15,1,2021-01-01 10:04:01
松江区,310117,14,0,14,0,2021-01-01 10:04:01
长宁区,310105,13,0,13,0,2021-01-01 10:04:01
普陀区,310107,11,0,11,0,2021-01-01 10:04:01
杨浦区,310110,9,0,9,0,2021-01-01 10:04:01
嘉定区,310114,9,0,7,2,2021-01-01 10:04:01
奉贤区,310120,9,0,9,0,2021-01-01 10:04:01
虹口区,310109,7,0,7,0,2021-01-01 10:04:01
黄浦区,310101,6,0,6,0,2021-01-01 10:04:01
青浦区,310118,6,0,6,0,2021-01-01 10:04:01
金山区,310116,4,0,4,0,2021-01-01 10:04:01
崇明区,310151,4,0,4,0,2021-01-01 10:04:01
境外来沪,0,1,0,1,0,2021-01-01 10:04:01
上海市境外输入,0,1162,4,1064,0,2020-12-31 10:29:01
浦东新区,310115,68,0,66,1,2020-12-31 10:29:01
上海市外地来沪,0,113,0,112,1,2020-12-31 10:29:01
宝山区,310113,22,0,21,1,2020-12-31 10:29:01
